,company_name,old,total_employees,cities,type,industry,rating
4551,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
4552,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
4553,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
4554,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
4555,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
4556,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
4557,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
4558,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
4559,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
4560,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
4561,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Paris,Forbes Global 2000,Bpo,3-4
4562,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Fremont,Public,Bpo,3-4
4563,Jio, 6 years old , 50k-1 Lakh Employees ,Navi Mumbai,Public,Telecom,3-4
4564,Amazon, 30 years old , 1 Lakh+ Employees ,Seattle,Public,Internet,4-5
4565,IBM, 113 years old , 1 Lakh+ Employees ,Armonk,Public,It Services & Consulting,4-5
4566,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Mumbai,Public,Engineering & Construction,4-5
4567,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
4568,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
4569,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
4570,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
4571,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
4572,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
4573,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
4574,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
4575,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
4576,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
4577,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
4578,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
4579,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Paris,Forbes Global 2000,Bpo,3-4
4580,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Fremont,Public,Bpo,3-4
4581,Jio, 6 years old , 50k-1 Lakh Employees ,Navi Mumbai,Public,Telecom,3-4
4582,Amazon, 30 years old , 1 Lakh+ Employees ,Seattle,Public,Internet,4-5
4583,IBM, 113 years old , 1 Lakh+ Employees ,Armonk,Public,It Services & Consulting,4-5
4584,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Mumbai,Public,Engineering & Construction,4-5
4585,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
4586,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
4587,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
4588,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
4589,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
4590,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
4591,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
4592,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
4593,HCLTech, 33 years old , 1 Lakh+ Employees ,Jaipur,Public,It Services & Consulting,3-4
4594,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Jaipur,Public,It Services & Consulting,3-4
4595,Genpact, 27 years old , 1 Lakh+ Employees ,Jaipur,Public,It Services & Consulting,3-4
4596,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Jaipur,Public,Banking,3-4
4597,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Jaipur,Forbes Global 2000,Bpo,3-4
4598,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Jaipur,Public,Bpo,3-4
4599,Jio, 6 years old , 50k-1 Lakh Employees ,Jaipur,Public,Telecom,3-4
4600,Amazon, 30 years old , 1 Lakh+ Employees ,Jaipur,Public,Internet,4-5
4601,IBM, 113 years old , 1 Lakh+ Employees ,Jaipur,Public,It Services & Consulting,4-5
4602,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Jaipur,Public,Engineering & Construction,4-5
4603,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
4604,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
4605,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
4606,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
4607,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
4608,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
4609,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
4610,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
4611,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
4612,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
4613,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
4614,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
4615,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Paris,Forbes Global 2000,Bpo,3-4
4616,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Fremont,Public,Bpo,3-4
4617,Jio, 6 years old , 50k-1 Lakh Employees ,Navi Mumbai,Public,Telecom,3-4
4618,Amazon, 30 years old , 1 Lakh+ Employees ,Seattle,Public,Internet,4-5
4619,IBM, 113 years old , 1 Lakh+ Employees ,Armonk,Public,It Services & Consulting,4-5
4620,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Mumbai,Public,Engineering & Construction,4-5
4621,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
4622,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
4623,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
4624,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
4625,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
4626,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
4627,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
4628,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
4629,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
4630,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
4631,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
4632,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
4633,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Paris,Forbes Global 2000,Bpo,3-4
4634,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Fremont,Public,Bpo,3-4
4635,Jio, 6 years old , 50k-1 Lakh Employees ,Navi Mumbai,Public,Telecom,3-4
4636,Amazon, 30 years old , 1 Lakh+ Employees ,Seattle,Public,Internet,4-5
4637,IBM, 113 years old , 1 Lakh+ Employees ,Armonk,Public,It Services & Consulting,4-5
4638,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Mumbai,Public,Engineering & Construction,4-5
4639,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
4640,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
4641,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
4642,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
4643,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
4644,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
4645,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
4646,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
4647,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
4648,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
4649,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
4650,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
4651,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Paris,Forbes Global 2000,Bpo,3-4
4652,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Fremont,Public,Bpo,3-4
4653,Jio, 6 years old , 50k-1 Lakh Employees ,Navi Mumbai,Public,Telecom,3-4
4654,Amazon, 30 years old , 1 Lakh+ Employees ,Seattle,Public,Internet,4-5
4655,IBM, 113 years old , 1 Lakh+ Employees ,Armonk,Public,It Services & Consulting,4-5
4656,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Mumbai,Public,Engineering & Construction,4-5
4657,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
4658,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
4659,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
4660,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
4661,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
4662,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
4663,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
4664,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
4665,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
4666,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
4667,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
4668,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
4669,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Paris,Forbes Global 2000,Bpo,3-4
4670,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Fremont,Public,Bpo,3-4
4671,Jio, 6 years old , 50k-1 Lakh Employees ,Navi Mumbai,Public,Telecom,3-4
4672,Amazon, 30 years old , 1 Lakh+ Employees ,Seattle,Public,Internet,4-5
4673,IBM, 113 years old , 1 Lakh+ Employees ,Armonk,Public,It Services & Consulting,4-5
4674,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Mumbai,Public,Engineering & Construction,4-5
4675,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
4676,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
4677,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
4678,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
4679,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
4680,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
4681,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
4682,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
4683,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
4684,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
4685,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
4686,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
4687,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Paris,Forbes Global 2000,Bpo,3-4
4688,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Fremont,Public,Bpo,3-4
4689,Jio, 6 years old , 50k-1 Lakh Employees ,Navi Mumbai,Public,Telecom,3-4
4690,Amazon, 30 years old , 1 Lakh+ Employees ,Seattle,Public,Internet,4-5
4691,IBM, 113 years old , 1 Lakh+ Employees ,Armonk,Public,It Services & Consulting,4-5
4692,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Mumbai,Public,Engineering & Construction,4-5
4693,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
4694,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
4695,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
4696,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
4697,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
4698,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
4699,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
4700,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
4701,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
4702,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
4703,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
4704,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
4705,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Paris,Forbes Global 2000,Bpo,3-4
4706,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Fremont,Public,Bpo,3-4
4707,Jio, 6 years old , 50k-1 Lakh Employees ,Navi Mumbai,Public,Telecom,3-4
4708,Amazon, 30 years old , 1 Lakh+ Employees ,Seattle,Public,Internet,4-5
4709,IBM, 113 years old , 1 Lakh+ Employees ,Armonk,Public,It Services & Consulting,4-5
4710,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Mumbai,Public,Engineering & Construction,4-5
4711,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
4712,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
4713,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
4714,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
4715,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
4716,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
4717,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
4718,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
4719,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
4720,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
4721,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
4722,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
4723,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Paris,Forbes Global 2000,Bpo,3-4
4724,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Fremont,Public,Bpo,3-4
4725,Jio, 6 years old , 50k-1 Lakh Employees ,Navi Mumbai,Public,Telecom,3-4
4726,Amazon, 30 years old , 1 Lakh+ Employees ,Seattle,Public,Internet,4-5
4727,IBM, 113 years old , 1 Lakh+ Employees ,Armonk,Public,It Services & Consulting,4-5
4728,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Mumbai,Public,Engineering & Construction,4-5
4729,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
4730,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
4731,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
4732,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
4733,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
4734,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
4735,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
4736,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
4737,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
4738,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
4739,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
4740,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
4741,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Paris,Forbes Global 2000,Bpo,3-4
4742,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Fremont,Public,Bpo,3-4
4743,Jio, 6 years old , 50k-1 Lakh Employees ,Navi Mumbai,Public,Telecom,3-4
4744,Amazon, 30 years old , 1 Lakh+ Employees ,Seattle,Public,Internet,4-5
4745,IBM, 113 years old , 1 Lakh+ Employees ,Armonk,Public,It Services & Consulting,4-5
4746,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Mumbai,Public,Engineering & Construction,4-5
4747,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
4748,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
4749,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
4750,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
4751,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
4752,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
4753,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
4754,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
4755,HCLTech, 33 years old , 1 Lakh+ Employees ,Noida,Public,It Services & Consulting,3-4
4756,Tech Mahindra, 38 years old , 1 Lakh+ Employees ,Pune,Public,It Services & Consulting,3-4
4757,Genpact, 27 years old , 1 Lakh+ Employees ,New York,Public,It Services & Consulting,3-4
4758,Axis Bank, 31 years old , 50k-1 Lakh Employees ,Mumbai,Public,Banking,3-4
4759,Teleperformance, 46 years old , 50k-1 Lakh Employees ,Paris,Forbes Global 2000,Bpo,3-4
4760,Concentrix Corporation, 41 years old , 50k-1 Lakh Employees ,Fremont,Public,Bpo,3-4
4761,Jio, 6 years old , 50k-1 Lakh Employees ,Navi Mumbai,Public,Telecom,3-4
4762,Amazon, 30 years old , 1 Lakh+ Employees ,Seattle,Public,Internet,4-5
4763,IBM, 113 years old , 1 Lakh+ Employees ,Armonk,Public,It Services & Consulting,4-5
4764,Larsen & Toubro Limited, 86 years old , 10k-50k Employees ,Jaipur,Public,Engineering & Construction,4-5
4765,TCS, 56 years old , 1 Lakh+ Employees ,Mumbai,Public,It Services & Consulting,3-4
4766,Accenture, 35 years old , 1 Lakh+ Employees ,Dublin,Public,It Services & Consulting,3-4
4767,Cognizant, 30 years old , 1 Lakh+ Employees ,Teaneck. New Jersey.,Forbes Global 2000,It Services & Consulting,3-4
4768,Wipro, 79 years old , 1 Lakh+ Employees ,Bangalore/Bengaluru,Public,It Services & Consulting,3-4
4769,Capgemini, 57 years old , 1 Lakh+ Employees ,Paris,Public,It Services & Consulting,3-4
4770,HDFC Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
4771,ICICI Bank, 30 years old , 1 Lakh+ Employees ,Mumbai,Public,Banking,3-4
4772,Infosys, 43 years old , 1 Lakh+ Employees ,Bengaluru/Bangalore,Public,It Services & Consulting,3-4
